common_names,other names,country_of_origin
Roter Veltliner,"Ariavina, Ariavina Männliche, Bakor, Belo Ocka, Belo Oka, Buzyn, Cerveny Muskatel, Crvena Valtelina, Crvena Valtelinka, Csucsos Bakor, Debela Ariavina, Dreimänner, Erdezha, Erdezha Shopatna, Erdezka Rabolina, Fedleiner, Feldleiner, Feldleiner Rothlichter, Feldliner, Feldlinger, Feltliner, Fleisch Roter Velteliner, Fleisch Roter Wälteliner, Fleisch Traminer, Fleischroter Traminer, Fleischrother Velteliner, Fleischrother Veltliner, Fleischtraminer, Fleischtraube, Fleischtraube Rot, Fleischweiner, Grosbrauner Velteliner, Grossbrauner, Grosse Fleischtraube, Grosser Fleischtraube, Grosser Roter Veltliner, Grosser Rother Välteliner, Grosser Rother Veltliner, Grosser Traminer, Grosser Välteliner, Grosser Velteliner, Grosswiener, Herera Rhaetica, Herera Valtellina, Kecskecsecs, Krdeca, Männliche Ariavina, Mannliche, Maucnjk, Mavcnik, Mavenick, Mavenik, Moseavina, Moslavina, Muscateller, Muskatel Cerveny, Nagy Veltelini, Nagysagos, Nyulsölö, Nyulszölö, Piros Veltelini, Pirosveltelin, Pirosveltelini, Rabolina, Raifler, Raisin de Saint Valentin, Ranfler, Ranfolica, Ranfolina, Ranfoliza, Raufler, Raufolica, Rebalina, Rebolina, Red Veltliner, Reifler, Rhaetica, Riegersburger Rothköpfel, Riegersburger Rothtöpfel, Rivola Tchervena, Rossera, Rossola, Rote Fleisch Traube, Rote Fleischtraube, Rote Fleischtrauble, Roter, Roter Muskateller, Roter Riesling, Roter Välteliner, Roter Velteliner, Roter Veltiner, Roter Veltliner, Rotgipfler, Rothe Shopatna, Rothe Shopotna, Rothe Velteliner, Rother Fleischtraube, Rother Muscateller, Rother Raifler, Rother Riesling, Rother Välteliner, Rother Velteliner, Rother Veltliner, Rother Zierfahnler, Rothgipfler, Rothlichter, Rothreifler, Rotmehlweisser, Rotmuskateller, Rotreifler, Rudeca, Ryvola Cervena, Ryvola Crvena, Saint Valentin Rose, Saint Valentinrose, Shopatna, Shopotna, Somsölö, Spaete Ranfoliza, St. Valentin, Tarant Cerveny, Tarant Rot, Todtraeger Rotreifler, Traminer, Uva di San Valentino, Valentin, Valentin Rouge, Välteliner, Välteliner Roter, Valtelin Rouge, Valteliner, Vältliner, Valteliner Rosso, Valteliner Rouge, Valteliner Tardif, Veltelin Piros, Veltelin Rosso, Velteline Rouge, Velteliner, Velteliner Rose, Velteliner Roso, Velteliner Roter, Velteliner Rother, Velteliner Rouge, Veltelini Piros, Veltlinac Crveni, Veltliner, Veltliner Rosso, Veltliner Rot Weiss, Veltliner Roth, Veltliner Rother, Veltliner Rouge, Veltlini Piros, Veltlinske Cervene, Veltlinski Rozovii, Veltlinskii Rozovii, Veltlinsky Rosovy, Vernyeges Veltelini, Verrnyeges Veltelini, Weisser Raifler, Weissholzige Ribula Maucnjk, and Ziegelroth.",Austria
Rotgipfler,NA,Austria
Roupeiro / Codega,NA,Portugal
Roussanne,"Barbin, Bergeron (in particular in the Savoy region), Courtoisie, Fromental, Fromental jaune, Fromenteal, Fromenteau, Greffon, Greffou, Martin Cot, Petite Rousette, Picotin blanc, Plant de Seyssel, Rabellot, Rabelot, Ramoulette, Rebellot, Rebolot, Remoulette, Roussane, Roussane blanc, Roussanne blanc, Roussette, Rusan Belyi, Rusan Blan.",France
Rovello bianco,"Roviello, Rovello, Greco Muscio and Grecomusc.",NA
Sabro,NA,NA
Sacy / Tresallier,"Aligoté vert, Blanc de Pays, Blanc Moulin, Blanc vert, Fairené, Farié, Farinier blanc, Ferné, Fernet, Ferney, Gros blanc, Menu blanc, Peut blanc, Pivoine, Plant d'Essert, Plant de Sacy, Sassy, Souche, Terzari, Tres Sailier, Tresalier, Tresallier, Tressaillier, Tressalier, Tressallier, Trezaguier, Trezailhi, Trezali, Trezari, and Weissklemmer.",France(?)
Ste Marie,NA,NA
Saint-Pierre Doré,"Cerceau, Epinette, Epinette blanc, Epinette blanche, Firminhac, Lucane, Per Dore, Roussellou, Saint-Clair, Saint Come, Saint Pierre, San Per Dore and Saint-Pierre de l'Allier",France
Sarfeher / Sárfehér,NA,Hungary
Sauvignon blanc / Sauvignon gris,"Beyaz Sauvignon, Blanc Doux, Blanc Fume, Bordeaux bianco, Douce blanche, Feher Sauvignon, Feigentraube, Fie, Fie dans le Neuvillois, Fume, Fume Blanc, Fume Surin, Genetin, Gennetin, Gentin a Romorantin, Gros Sauvignon, Libournais, Melkii Sotern, Muskat Silvaner, Muskat Sylvaner, Muskatani Silvanec, Muskatni Silvanec, Muskatsilvaner, Painechon, Pellegrina, Petit Sauvignon, Picabon, Piccabon, Pinot Mestny Bely, Pissotta, Puinechou, Punechon, Punechou, Quinechon, Rouchelin, Sampelgrina, Sarvonien, Sauternes, Sauvignon, Sauvignon bianco, Sauvignon Bijeli, Sauvignon blanco, Sauvignon Fume, Sauvignon Gros, Sauvignon jaune, Sauvignon jeune, Sauvignon Petit, Sauvignon vert, Sauvignon White, Savagnin, Savagnin blanc, Savagnin Musque, Savagnou, Savignon, Servanien, Servonien, Servoyen, Souternes, Sovinak, Sovinjon, Sovinjon Beli, Sovinon, Spergolina, Surin, Sylvaner Musque, Uva Pelegrina, Weisser Sauvignon, and Zöld Ortlibi.",France
Sauvignon vert / Sauvignonasse / Friulano / Tocai Friulano,"Sauvignonasse, Friulano, Tokaj, Jakot",Italy
Savagnin / Savagnin blanc / Traminer,"Auvernat blanc, Bon blanc, Forment, Formentin blanc, Fraentsch, Fromenteau, Gentil blanc, Gruenedel, Princ Bily, Printsch Grau, Ryvola Bila, Schleitheimer, Servoyen blanc, Traminer D'Ore, Traminer Weiss.",France
Savatiano,NA,Greece
Scheurebe,"Alzey S. 88, Dr. Wagnerrebe, S 88, Sämling, Sämling 88, Scheu, Scheu 88 and Scheu Riesling",Germany
Schönburger,NA,Germany
Sémillon,NA,France
Septiner,NA,NA
Sercial / Cerceal / Esgana Cão / Esgana,NA,Portugal
Sereksia / Băbească albă,"Aldarusa, Asil Kara, Asîl Kara (in the Republic of Dagestan), Băbească, Babeasca, Babiasca niagra, Babiaska niagra, Bobiaska niagra, Bobyaksa nigra, Bobyaska nyagra, Căldărușă, Caldarusa, Chernyi Redkii (in Ukraine), Chernyl Redkyl, Ciornai Redchii, Crăcană, Cracana, Crăcǎnatǎ, Cracanata, Crecanate, Goldaroucha, Grossmuttertraube, Hexentraube, Kaouchanskii, Koldaroucha, Koldarusha, Koldursha, Koptchak, Koptchakk, Krekanat, Krekanate, Racanata, Rară Neagră, Răşchirată, Raschirata, Rastopirka, Rastopyrka, Rastrepa, Rastreppa, Rastriopa (in Moldova), Redkyi Chernyi, Rekhavo Grazdi, Rekhavo Grozdi, Rekhavo Grozdy, Richkirate, Richkiriata, Riedkym, Rimtsurate, Rimtzourate, Rindsourata, Rishki Rate, Rossmuffertraube, Rostopiska, Rostopoveska, Rychkirate, Rymourate, Rympurate, Ryshkirate, Saesser, Sassep, Sasser, Serecsia, Serecsia Ciornaia (in Moldova), Serectia, Sereksia (in Ukraine), Sereksia Chornaya, Sereksiya (in the United States), Sereksiya Chernaya, Sereksiya Tschiornaya, Serexia, Serexia noir, Serexia Tcheurnaia, Sesser, Stropaty, Stropatyi, Tchernyi Redkii, Tcheurny Redky, Timofeevka, Tsotler, and Tsotlyar.",Moldavia / Romania
Sideritis,NA,NA
Siegerrebe,"Alzey 7957, AZ 7957, Scheu 7957 and Sieger.",Germany
Silvaner / Sylvaner / Österreicher,"Arvine, Arvine Grande, Augustiner Weiss, Beregi Szilvani, Boetzinger, Clozier, Cynifadl Zeleny, Cynifal, Fliegentraube, Frankenriesling, Frankentraube, Fueszeres Szilvani, Gamay blanc, GentilvVert, Gros Rhin, Gros-rhin, Gruen Silvaner, Gruenedel, Gruenfraenkisch, Grün Silvaner, Haeusler Schwarz, Johannisberger, Mishka, Momavaka, Monterey Riesling, Moravka, Movavka, Muschka, Mushza, Musza, Nemetskii Rizling, Oesterreicher, Oestreicher, Pepltraube, Picardon blanc, Picardou blanc, Plant Du Rhin, Rhin, Rundblatt, Salfin, Salfine Bely, Salvaner, Salviner, Scharvaner, Scherwaner, Schoenfeilner, Schwaebler, Schwuebler, Sedmogradka, Sedmogradska Zelena, Selenzhiz, Selivan, Silvanske Zelene, Sonoma Riesling, Sylvan Zeleny, Sylvaner, Sylvaner verde, Szilvani Feher, Tschafahnler, Yesil Silvaner, Zelencic, Zeleny, Zierfandler, Zierifandel, Zinifal, Zoeld Szilvani, Zoeldsilvaniб Syilvaner, Siylvaner, Sylvaner vert, Grüner Sylvaner, Grünfraenkisch, Franken Riesling and Grüner Silvaner.",Central Europe
Mátrai Muskotály,NA,Hungary
Smederevka,NA,Serbia
Souvignier gris,FR 392-83 and Freiburg 392-83,Germany
Spagnol,NA,NA
Sultana,NA,Ottoman Empire
Symphony,NA,USA
Tamarêz / Tamares / Crato branco,NA,NA
Tamîioasa / Tămâioasă Românească / Tamianka,NA,NA
Taminga,NA,Australia
Tempranillo blanco,"Albana, Cencibel de la Mancha, Forenses, Temprana, Tempranilla, Tempranillo de la Rioja, Tinto de la Rioja and Tinto Fino.",Spain
Téoulier,"Brun, Grand Téoulier, Gros Teoulier, Manosquen, Manosquin, Petit Téoulier, Petit Thuilier, Petit Thulier, Plant de Manosque, Plant de Porto, Plant Dufour, Taurier, Teinturier Téoulier, Thuillier, Teoulie, Teoulier, Thuilier, Thuillier Noir and Trouillère.",France
Terrantez,"Morrao, Murrao, Pe de Perdiz, Pe de Perdrix, Pied de Perdix and Terrantes.",Portugal
Terret gris,"Bourret, Tarret, Terrain, Terret bourret and Terret rose.",France
Thrapsathiri,NA,Greece
Timorasso,"Morasso, Timuassa, Timoraccio, Timorazza and Timorosso.",Italy
Torrontés / Torontel / Moscatel de Austria,See Wiki Page,Argentina
Tourbat / Torbato,"Canina, Caninu, Cuscosedda Bianca, Malvoisie des Pyrenees Orientales, Malvoisie du Roussillon, Malvoisie Tourbat, Razola, Torbat, Torbato, Torbato Bianco, Trubat Iberica, Trubau, Turbato, and Turbau",France
Trbljan,NA,NA
Trebbiano / Ugni blanc,"lbano, Albana secco, Biancone, Blanc Auba, Blanc De Cadillac, Blancoun, Bobiano, Bonebeou, Branquinha, Brocanico, Bubbiano, Buriano, Buzzetto, Cadillac, Cadillate, Castelli, Castelli Romani, Castillone, Chator, Clairette D'Afrique, Clairette De Vence, Clairette Ronde, Engana Rapazes, Espadeiro branco, Falanchina, Greco, Gredelin, Hermitage White, Juni Blan, Lugana, Malvasia Fina, Muscadet Aigre, Padeiro branco, Perugino, Procanico, Procanico Dell Isola D Elba, Procanico Portoferraio, Queue De Renard, Romani, Rossan De Nice, Rossetto, Rossola, Rossula, Roussan, Rusciola, Saint Emilion, Saint Emilion Des Charentes, Santoro, Shiraz White, Spoletino, Talia, Trebbianello, Trebbiano, Trebbiano Della Fiamma, Trebbiano Di Cesene, Trebbiano Di Empoli, Trebbiano Di Lucca, Trebbiano Di Tortona, Trebbiano Fiorentino, Trebbiano Toscano, Trebbianone, Tribbiano, Tribbiano Forte, Turbiano, Ugni blanc, Bouan, Beau, Thalia, Trebbiano di Soave, Trebbiano Romagnolo, Trebbiano Gallo and Trebbiano d'Abruzzo.",Italy
Treixadura / Trajadura,"Treixadura blanca, Teixadura blanca, Tragadura, Trinca dente, Trincadente, Trincadeira and Verdello Rubio.",Portugal
Trousseau gris / Grey Riesling,"Baratszölö, Chauche Gris, Francia Szürke, Goundoulenc, Gray Riesling, Grey Riesling, Gris de Salces, Gris de Salses, Guindolenc, Guindoulenc, Hamu Szölö, Hamuszölö, Nagyvati, Sals, Sals Cenusiu, Salses Gris, Shome Seryi, Sose Serii, Terret D'Afrique",France
Tsaoussi,NA,NA
Tsolikauri,NA,Georgia
Vega,"Dalmasso 2-26, I.D. 2/26 and Incrocio Dalmassso II/26.",Italy
Verdea,"Colombana, Colombana bianca (in Tuscany), Colombana del Picciolli, Colombana di Peccioli (in Tuscany), Colombano, Doree d'Italia, Doree d'Italie, Gambo rosso, Paradisa, Paradisa di Bologne, Paradssiotto, Paradizia, S. Colombano, San Colombano, San Colombano Paradiso d'Italia, Sancolombana, Vardea, Verdea di Montalto, Verdecana and Verdicchio Giallo.",Italy
Verdeca,"Albese bianco, Albina verde, Alvino verde, Biancolina, Carosella, Primarulo, San Gennaro, Tivolese, Uva marana, Verdacchio, Verde, Verdea, Verdera, Verdesca, Verdicchio bianco, Verdicchio femmina, Verdicchio Verde, Verdicchio Peloso, Verdichio Tirolese, Verdichio Tivolese, Verdicella, Verdigno, Verdisco, Verdisco bianco, Verdisio bianco, Verdolino, Verdone and Vino verde",Italy
Verdejo,NA,"North Africa, Spain"
Verdelho / Gouveio / Verdello,NA,Portugal
Verdello,Verdetto,Italy
Verdesse,"Bian ver, Bian vert, Blanchette, Clairette de Chindrieux, Clairette précoce, Dongine, Etraire Blanche, Verdasse, Verdea, Verdêche, Verdesse Muscade, Verdeze musqué and Verdeze musquée.",France
Verdicchio,"Boschera bianca, Giallo, Maceratese, Maggiore, Marchigiano, Mazzanico, Niuivres, Peloso, Peverella, Peverello, Peverenda, Peverise bianco, Pfeffer, Pfeffertraube, Terbiana, Torbiana, Trebbiano di Lugana, Trebbiano di Soave, Trebbiano verde, Trebbiano Veronese, Turbiana, Turbiana Moscato, Turbiano, Turviana, Uva Aminea, Uva Marana, Verdello duro persico, Verdicchio bianco, Verdicchio Dolce, Verdicchio Doratel, Verdicchio Doratello, Verdicchio Giallo, Verdicchio Marchigiano, Verdicchio Marino, Verdicchio Peloso, Verdicchio Scroccarello, Verdicchio Seroccarello, Verdicchio Straccione, Verdicchio Stretto, Verdicchio Verdaro, Verdicchio verde, Verdicchio Verzaro, Verdicchio Verzello, Verdone, Verzaro and Verzello verde.",Italy
Verdiso / Verdia,"Groppeta, Pedevendia, Perduti Perevenda, Peverenda, Verdia, Verdia de Campagna, Verdia Bianca di Conegliano, Verdiga, Verdiger, Verdisa, Verdisa bianca Trevignana, Verdisa Grossa, Verdisco, Verdise, Verdise Bianca, Verdisio, Verdiso Gentile, Verdiso Zentil, Verdisone, Verdiza and Verdisot.",Italy
Verdoncho,NA,NA
Verduzzo,"Ramandolo, Romandolo, Verdana Friulana, Verdicchio Friulano, Verduc, Verduz, Verduza, Verduzzo Friulano, Verduzzo giallo, Veduzz, Verduzo and Verduzzo verde",Italy
Verduzzo Trevigiano,"Ramandolo, Romandolo, Verdana Friulana, Verdicchio Friulano, Verduc, Verduz, Verduza, Verduzzo Friulano, Verduzzo giallo, Veduzz, Verduzo and Verduzzo verde",Italy
Vermentino / Rolle,"Agostenga, Agostenga blanc, Brustiano, Brustiano di Corsica, Carbes, Carbesso, Favorita, Favorita bianca, Favorita Bianca di Conegliano, Favorita d'Alba, Favorita di Alba, Favorita di Conegliano, Formentino, Fourmentin, Garbesso, Grosse Clarette, Malvasia a Bonifacio, Malvasia Grossa, Malvasie, Malvoisie, Malvoisie è Gros Grains, Malvoisie Corse, Malvoisie de Corse, Malvoisie Précoce d'Espagne, Piccabon, Piga, Pigato, Rolle, Rossese, Sibirkovski, Uva Sapaiola, Uva Vermentino, Valentin, Varlentin, Varresana bianca, Vennentino, Verlantin, Vermentini, Vermentino bianco, Vermentino Pigato, and Vermentinu.",Italy
Vernaccia,NA,Europe
Vernaccia di Oristano,"Aregu biancu, Aregu Seulu, Cagnaccia, Carnaggia, Cranaccia, Garnaccia, Granazza, Moranina, Varnaccia, Vernaccia, Vernaccia Austera, Vernaccia bianca, Vernaccia Orosei, Vernaccia S. Rosalia, Vernaccia San Rosalia, Vernaccia di S. Vero Milis, Vernaccia di San Vero Milis and Vernaccia di Solarussa.",Italy
Veroga,NA,NA
Versoaln,"Versailler, Versoaler, Weiss Versoalen and Weisser Versailler",Disputed
Vespaiola,"Bresparola, Bresparola Bianca, Orisi bianca, Uva Vespera, Vespaia, Vespaiolo, Vespajola, Vespajuola Di Bassano, Vesparola, and Vespera.",Italy
Vidiano,Avidiano and Abudiano.,Greece
Vilana,Belana and Velana.,Greece
Vinhao,NA,NA
Viognier,"Bergeron, Barbin, Rebolot, Greffou, Picotin Blanc, Vionnier, Petiti Vionnier, Viogne, Galopine, Vugava bijela","Croatia, France"
Viosinho,NA,Portugal
Vital (grape),"Boal Bonifacio, Malvazia Corada, Malvasia Fina de Douro, Malvasia Fina do Douro and Malvasia ou Malvazia",Portgugal
Vitovska,NA,Slovenia
Voskehat,NA,NA
Vugava,NA,Croatia
Weldra,NA,South Africa
Welschriesling / Riesling Italico / Olaszrizling / Lazki Rizling / Graševina,"Aminea Gemela, Biela Sladka, Bielasladka Grasica, Glasica, Grasavina Talijanska, Grasevina, Graševina, Grasica, Groshevina, Italianski Rizling, Laški Rizling, Nemes Olasz Rizling, Olaszrizling, Olasz Rizling, Petit Riesling, Petracine, Rakusky Rizling, Riesler, Riesli, Riesling, Riesling Italian, Riesling Italico, Risling Italyanskii, Risling Vlashskii, Rismi, Rizling Italico, Rizling Vlašský, Talianska Graseviana, Talijanski Rizling, Vlasak,[2] Italian Riesling, Ryzlink vlašský",Central Europe
Würzer,NA,Germany
Xarel·lo / Xarello,"Cartoixa, Cartuja, Cartuxa, Moll, Pansa, Pansa Blanca, Pansal, Pansalat, Pansalet, Pansar, Pensal, Prensa Branco, Vinate, Vinyater, Xarell-Lo, Xarello and Xarelo Blanco",Spain
Xynisteri,NA,Cyprus
Zala Gyöngye,NA,Hungary
Zalema,"Ignobilis, Rebazo, Salemo, Salerno, Zalemo, and Zalemo Rebazo.",Spain
Zefir,NA,Hungary
Zenit,NA,Hungary
Zengő,Zen,Hungary
Zéta / Orémus,NA,Hungary
Zeusz,Zeus,Hungary
Zierfandler / Spätrot,"Cilifai, Cilifan, Cirfandli, Cirifai, Cirifai Piros, Cirifan, Gumpoldskirchener, Gumpoldskirchener Spätrot, Gumpoldskirchener Spätroth, Kesoei Piros, Kirmizi Zierfahndler, Nemes Cirfandli, Piros Cirfandli, Piroscirfandli, Raifler, Reifler Rot, Roter Raifler, Roter Reifler, Roter Zierfandler, Roth Hensch, Rother Raifler, Rother Zierfahndler, Rothhinschen, Rothreifler, Rotreifler, Rubiner, Spätrot, Zerjavina and Zierfandler Rot",Austria
Žilavka,"Mostarska, Mostarska Žilavka, Zhelavka Biella, Žilava Hercegovačka, Zilavka, Žilavka Bijela, and Žilavka Mostarska.",Bosnia and Herzegovina
Žlahtina,NA,NA
